,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
920161,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,4,0,169,1,1
920168,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,1,1,39,0,3580,1,1
920384,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,42,0,876,1,1
920590,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,south_west,Female,Under50k,1,1,46,1,11866,1,1
920735,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,100to250k,1,0,10,0,245,1,1
920897,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,26,0,1227,1,1
921100,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,west_coast,Female,50to100k,1,1,22,0,435,1,1
921179,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,45,1,3071,1,1
921394,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,30,0,906,1,1
921462,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,38,1,1087,1,1
921839,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,13,0,401,1,1
922061,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,,1,1,63,1,4756,1,1
922337,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,Under50k,1,1,13,0,366,1,1
922583,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Male,,1,0,31,0,856,1,1
922691,New Visitor,Web,ThirdPartyAds,Safari,iOS,,,,1,1,6,0,128,1,1
922692,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,13,0,1037,1,1
922782,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,66,0,1225,1,1
923028,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,42,1,2686,1,1
923044,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,76,1,2755,1,1
923299,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,100to250k,1,0,13,1,601,1,1
923402,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,31,1,1503,1,1
923986,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,122,1,5759,1,1
924007,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,Under50k,1,1,8,0,973,1,1
924034,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,50to100k,1,1,20,0,876,1,1
924120,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Female,100to250k,1,1,66,1,7232,1,1
924225,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,110,1,5123,1,1
924479,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,,,,1,1,7,0,164,1,1
924507,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,,1,1,12,0,306,1,1
924674,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,11,0,768,1,1
924734,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,22,0,4887,1,1
924755,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Female,Under50k,1,1,30,1,1127,1,1
924826,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,154,1,9799,1,1
924947,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,38,0,1788,1,1
924978,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,mid_west,Female,100to250k,1,1,254,1,10185,1,1
925127,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,Under50k,0,0,3,0,85,1,1
925155,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Unknown,50to100k,1,1,27,0,1615,1,1
925227,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,0,0,10,0,664,1,1
925244,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Unknown,,1,1,76,1,10598,1,1
925414,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,80,1,3574,1,1
925487,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,1,142,1,19819,1,1
925491,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,118,0,5276,1,1
925600,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,65,1,2805,1,1
925637,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,67,1,5430,1,1
925767,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,19,0,2433,1,1
925883,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,7,0,325,1,1
925924,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,,Unknown,,1,1,11,0,223,1,1
925941,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Unknown,50to100k,1,1,24,1,2603,1,1
926089,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Female,100to250k,0,1,8,0,225,1,1
926211,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,0,8,1,358,1,1
926651,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Female,50to100k,1,1,33,0,431,1,1
926691,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,Under50k,1,0,38,0,1129,1,1
926749,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,0,57,1,3162,1,1
926902,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,1,11,0,1860,1,1
927082,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,south_west,Female,100to250k,1,1,24,0,1318,1,1
927427,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,50to100k,1,0,26,0,2028,1,1
927492,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,0,4,0,70,1,1
927693,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,7,0,267,1,1
928064,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,49,0,13714,1,1
928192,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Female,50to100k,1,1,61,1,2796,1,1
928238,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,14,1,1484,1,1
928253,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,Other/Unknown,,Unknown,,1,1,14,0,379,1,1
928284,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,west_coast,Female,100to250k,1,1,42,0,8502,1,1
928676,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,39,0,1150,1,1
928750,New Visitor,Web,WebSearch,Chrome,Mac OS X,eastern,Male,,1,1,52,1,1995,1,1
928870,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,0,6,0,1824,1,1
928998,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,76,1,13012,1,1
929035,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,1,21,1,3636,1,1
929070,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,445,1,32336,1,1
929080,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,47,0,14209,1,1
929086,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,25,1,1002,1,1
929144,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,,1,1,42,0,1561,1,1
929390,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,0,11,1,735,1,1
929442,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,24,0,11996,1,1
929757,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,14,0,363,1,1
929783,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,14,1,659,1,1
929929,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,west_coast,Female,100to250k,1,1,31,1,1617,1,1
929949,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,0,8,1,1755,1,1
929982,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,48,0,10397,1,1
930027,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,0,47,0,1035,1,1
930237,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,40,1,2931,1,1
930283,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,south_west,Female,100to250k,1,1,28,0,2885,1,1
930480,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,50,1,1706,1,1
930534,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,west_coast,Unknown,50to100k,0,0,2,0,104,1,1
930579,New Visitor,Web,WebSearch,Safari,iOS,,,,1,0,24,0,991,1,1
930618,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,11,0,541,1,1
930720,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,iOS,south_west,Female,100to250k,1,1,46,0,1473,1,1
931116,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,456,1,16353,1,1
931341,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,58,0,1668,1,1
931353,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Female,100to250k,1,0,27,1,785,1,1
931354,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,13,0,882,1,1
931428,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,west_coast,Female,50to100k,1,1,38,1,4362,1,1
931556,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,mid_west,Female,100to250k,1,0,27,1,2538,1,1
931651,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,22,0,1104,1,1
931679,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,25,0,899,1,1
932023,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,23,1,834,1,1
932067,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,0,15,1,751,1,1
932092,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,16,0,507,1,1
932194,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,22,0,730,1,1
932245,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,26,1,1555,1,1
932247,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,34,0,1907,1,1
932311,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,mid_west,Female,50to100k,1,1,65,0,4722,1,1
932350,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,80,1,4510,1,1
932378,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,mid_west,Female,Under50k,1,0,20,0,613,1,1
932756,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Unknown,100to250k,1,1,48,1,12415,1,1
932964,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,26,1,2243,1,1
933092,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,43,1,1936,1,1
933121,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,96,0,2314,1,1
933222,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,mid_west,Unknown,,1,1,37,0,670,1,1
933223,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,1,47,1,6666,1,1
933275,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,west_coast,Female,50to100k,1,1,123,1,8246,1,1
933373,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,83,1,18538,1,1
933401,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,Under50k,1,1,38,1,3355,1,1
933963,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,40,0,5801,1,1
934235,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,46,0,2053,1,1
934277,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,,1,0,168,1,13457,1,1
934404,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,11,0,128,1,1
934490,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,37,1,863,1,1
934502,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,30,0,15964,1,1
934533,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,0,12,0,1960,1,1
934651,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,0,52,1,2148,1,1
934847,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,0,21,1,1357,1,1
934857,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Unknown,100to250k,1,1,166,1,6120,1,1
934955,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,35,1,2802,1,1
935176,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Unknown,,1,1,17,0,198,1,1
935267,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,9,0,8019,1,1
935283,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,50to100k,1,1,76,1,13030,1,1
935811,Prior Visitor,Web,ThirdPartyAds,Chrome,Mac OS X,west_coast,Female,100to250k,1,1,4,0,203,1,1
936291,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,10,1,442,1,1
936496,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,Under50k,1,1,35,0,3229,1,1
936942,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,39,1,5094,1,1
937011,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,20,0,4151,1,1
937047,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,81,1,3272,1,1
937193,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,west_coast,Female,100to250k,1,0,50,0,1761,1,1
937222,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,south_west,Female,100to250k,1,1,22,1,881,1,1
937245,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,iOS,eastern,Female,Under50k,1,0,23,1,19618,1,1
937260,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,south_west,Unknown,100to250k,1,1,46,1,2956,1,1
937291,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,109,1,8552,1,1
937335,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,8,0,470,1,1
937422,Prior Visitor with Purchase,Web,WebSearch,Chrome,iOS,mid_west,Female,100to250k,1,1,23,1,919,1,1
937785,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,16,0,787,1,1
937834,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,16,0,352,1,1
937887,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,29,0,558,1,1
937964,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,50to100k,1,1,76,1,7474,1,1
938146,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,100to250k,1,1,58,0,1224,1,1
938148,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,10,0,271,1,1
938192,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Unknown,,1,0,22,1,1635,1,1
938315,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,0,25,0,15675,1,1
938431,Prior Visitor,Web,ThirdPartyAds,Chrome,Windows,mid_west,Female,Under50k,1,1,34,0,10761,1,1
938435,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,,Unknown,,1,1,142,1,10909,1,1
938523,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,14,0,283,1,1
938689,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,0,79,1,2751,1,1
938747,Prior Visitor,Web,ThirdPartyAds,Chrome,Chrome OS,,Unknown,,1,1,39,0,1491,1,1
938760,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,51,1,23341,1,1
938868,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,36,0,548,1,1
939039,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,Under50k,1,1,243,0,12039,1,1
939118,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,west_coast,Female,50to100k,1,1,262,1,27086,1,1
939239,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,9,0,275,1,1
939336,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,eastern,Female,Under50k,1,1,45,1,1557,1,1
939399,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,22,0,13261,1,1
939410,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Male,Under50k,1,1,68,1,12598,1,1
939425,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,1,0,16,1,910,1,1
939662,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,mid_west,Male,50to100k,1,1,42,1,1717,1,1
940504,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Unknown,100to250k,1,0,29,1,2586,1,1
940550,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,south_west,Female,Under50k,1,1,21,0,6320,1,1
940561,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Male,100to250k,1,1,34,1,4449,1,1
940579,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,35,0,693,1,1
940718,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,1,0,17,1,728,1,1
940818,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,58,0,2149,1,1
941026,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,26,0,1076,1,1
941066,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,0,57,1,3137,1,1
941122,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,mid_west,Female,100to250k,1,0,32,0,1586,1,1
941150,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,0,43,1,1033,1,1
941244,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,6,0,163,1,1
941276,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,36,0,2677,1,1
941304,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,30,1,1216,1,1
941314,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,50to100k,1,1,115,1,13581,1,1
941373,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,6,0,380,1,1
941483,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,27,1,18350,1,1
941531,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,9,0,634,1,1
941737,New Visitor,Web,WebSearch,Safari,iOS,,,,1,1,35,0,749,1,1
942050,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Female,50to100k,1,1,51,1,1678,1,1
942271,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,28,1,6808,1,1
942285,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,23,1,4037,1,1
942382,Prior Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,7,0,288,1,1
942484,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,93,0,3479,1,1
942506,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,Under50k,1,0,43,0,1662,1,1
942602,Prior Visitor,Phone,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,1,67,1,6835,1,1
942748,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,22,0,977,1,1
942922,Prior Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,47,1,16228,1,1
942923,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,,Unknown,,1,1,42,0,702,1,1
942932,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,0,38,0,4851,1,1
942934,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,95,1,19472,1,1
942944,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,35,0,9084,1,1
943306,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,100to250k,1,1,39,0,1596,1,1
943409,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,0,175,0,3927,1,1
943446,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,other_usa,Female,50to100k,1,1,16,1,384,1,1
943500,Prior Visitor,Phone,WebSearch,Chrome,Android,,Unknown,,1,0,52,1,4423,1,1
943649,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Male,50to100k,1,1,284,1,14911,1,1
943703,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Male,Under50k,1,1,63,1,6575,1,1
943750,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,west_coast,Female,,1,0,22,0,404,1,1
943818,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Female,Under50k,1,1,66,0,3254,1,1
943842,Prior Visitor with Purchase,Phone,WebSearch,Chrome,iOS,eastern,Female,50to100k,1,1,55,0,1893,1,1
943902,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,5,0,154,1,1
943904,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,0,56,1,6194,1,1
943929,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,31,0,1538,1,1
944100,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,50to100k,1,1,147,1,20291,1,1
944105,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,26,1,1157,1,1
944120,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,7,0,144,1,1
944125,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,,Female,,1,1,35,1,1262,1,1
944133,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,22,1,1013,1,1
944141,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,,Unknown,,1,1,118,1,8934,1,1
944150,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,south_west,Female,100to250k,1,0,122,1,5094,1,1
944164,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,56,0,3265,1,1
944199,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,53,1,2860,1,1
944361,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,29,0,1122,1,1
